,id,date,shelter_name,City,state,total_capacity,occupied_beds,available_beds,occupancy_rate,average_age,male_percentage,female_percentage,season,notes,CBSA,CBSA Code,Year,"Land Value (Per Acre, As-Is)","Land Value (1/4 Acre Lot, Standardized)",Land Share of Property Value,Home Price Appreciation (HPA),State
429,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2012,165200,45200,0.274,1.0,TX
430,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2013,195900,53600,0.303,1.073,TX
431,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2014,228500,62500,0.33,1.149,TX
432,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2015,284700,77900,0.376,1.2550000000000001,TX
433,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2016,352800,96500,0.428,1.366,TX
434,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2017,412500,112900,0.462,1.482,TX
435,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2018,470100,128600,0.483,1.614,TX
436,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2019,509600,139400,0.502,1.684,TX
437,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2020,570300,156000,0.526,1.798,TX
438,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2021,662400,181200,0.526,2.087,TX
439,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2022,848200,232100,0.557,2.528,TX
440,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2023,875100,239400,0.5650000000000001,2.568,TX
441,34,2024-07-07,Hope House,Dallas,TX,57,33,24,57.9,64,59,41,Autumn,Staff shortage,"Dallas, TX",19100,2024,892200,244100,0.5660000000000001,2.613,TX
442,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2012,203600,53400,0.28,1.0,TX
443,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2013,245100,64300,0.313,1.078,TX
444,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2014,299700,78600,0.34900000000000003,1.18,TX
445,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2015,348100,91300,0.381,1.258,TX
446,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2016,392400,102900,0.41100000000000003,1.314,TX
447,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2017,424900,111500,0.423,1.381,TX
448,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2018,447200,117300,0.425,1.446,TX
449,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2019,484100,127000,0.44,1.514,TX
450,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2020,549900,144200,0.47100000000000003,1.606,TX
451,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2021,617100,161900,0.46900000000000003,1.809,TX
452,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2022,721500,189200,0.467,2.124,TX
453,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2023,776200,203600,0.488,2.187,TX
454,35,2025-02-09,HomeSafe,Houston,TX,115,64,51,55.7,31,53,47,Spring,High demand,"Houston, TX",26420,2024,803900,210800,0.495,2.233,TX
455,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2012,2693000,546900,0.607,1.0,CA
456,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2013,3499700,710700,0.664,1.188,CA
457,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2014,4123100,837300,0.6930000000000001,1.34,CA
458,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2015,4850500,985000,0.723,1.5130000000000001,CA
459,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2016,5297300,1075800,0.737,1.62,CA
460,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2017,6180500,1255200,0.761,1.831,CA
461,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2018,7487700,1520600,0.788,2.142,CA
462,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2019,6940100,1409400,0.772,2.0260000000000002,CA
463,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2020,7309300,1484400,0.777,2.121,CA
464,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2021,8344400,1694600,0.78,2.411,CA
465,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2022,8929800,1813500,0.773,2.602,CA
466,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2023,8687100,1764200,0.771,2.541,CA
467,36,2025-07-14,New Beginnings,San Jose,CA,60,12,48,20.0,31,51,49,Summer,High demand,"San Jose, CA",41940,2024,9489900,1927200,0.782,2.734,CA
468,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2012,300500,73400,0.291,1.0,IL
469,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2013,342300,83600,0.311,1.067,IL
470,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2014,400600,97900,0.34,1.1400000000000001,IL
471,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2015,440300,107500,0.357,1.195,IL
472,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2016,505100,123400,0.389,1.2590000000000001,IL
473,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2017,559500,136700,0.40900000000000003,1.324,IL
474,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2018,598300,146100,0.41600000000000004,1.393,IL
475,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2019,620300,151500,0.42,1.431,IL
476,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2020,676400,165200,0.436,1.502,IL
477,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2021,724700,177000,0.423,1.6600000000000001,IL
478,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2022,763200,186400,0.41100000000000003,1.799,IL
479,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2023,874100,213500,0.446,1.9000000000000001,IL
480,37,2025-07-10,Pathway Place,Chicago,IL,298,233,65,78.2,36,41,59,Summer,,"Chicago, IL",16980,2024,1004700,245400,0.47700000000000004,2.039,IL
481,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2012,300500,73400,0.291,1.0,IL
482,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2013,342300,83600,0.311,1.067,IL
483,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2014,400600,97900,0.34,1.1400000000000001,IL
484,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2015,440300,107500,0.357,1.195,IL
485,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2016,505100,123400,0.389,1.2590000000000001,IL
486,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2017,559500,136700,0.40900000000000003,1.324,IL
487,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2018,598300,146100,0.41600000000000004,1.393,IL
488,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2019,620300,151500,0.42,1.431,IL
489,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2020,676400,165200,0.436,1.502,IL
490,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2021,724700,177000,0.423,1.6600000000000001,IL
491,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2022,763200,186400,0.41100000000000003,1.799,IL
492,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2023,874100,213500,0.446,1.9000000000000001,IL
493,38,2023-12-23,Harbor Home,Chicago,IL,300,8,292,2.7,45,63,37,Autumn,Under inspection,"Chicago, IL",16980,2024,1004700,245400,0.47700000000000004,2.039,IL
494,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2012,119500,31700,0.223,1.0,TX
495,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2013,133700,35500,0.23800000000000002,1.048,TX
496,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2014,144900,38400,0.246,1.101,TX
497,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2015,172400,45700,0.275,1.168,TX
498,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2016,213000,56500,0.322,1.233,TX
499,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2017,242200,64300,0.34700000000000003,1.303,TX
500,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2018,276200,73300,0.368,1.4020000000000001,TX
501,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2019,300700,79800,0.382,1.469,TX
502,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2020,344600,91400,0.41100000000000003,1.566,TX
503,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2021,385100,102200,0.399,1.799,TX
504,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2022,478800,127000,0.425,2.104,TX
505,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2023,493200,130800,0.437,2.108,TX
506,39,2025-04-27,Harbor Home,San Antonio,TX,267,42,225,15.7,45,48,52,Spring,Overcrowded,"San Antonio, TX",41700,2024,484100,128400,0.427,2.116,TX
507,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2012,1702900,309500,0.434,1.0,NY
508,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2013,1868100,339500,0.452,1.052,NY
509,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2014,2042500,371200,0.46900000000000003,1.111,NY
510,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2015,2184200,397000,0.48,1.159,NY
511,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2016,2322700,422100,0.491,1.206,NY
512,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2017,2506700,455600,0.505,1.2650000000000001,NY
513,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2018,2703900,491400,0.518,1.331,NY
514,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2019,2819200,512400,0.523,1.375,NY
515,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2020,3113100,565800,0.543,1.462,NY
516,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2021,3504800,637000,0.551,1.622,NY
517,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2022,3711800,674600,0.536,1.7670000000000001,NY
518,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2023,4030700,732600,0.559,1.838,NY
519,40,2025-05-29,Recovery Residence,New York,NY,286,202,84,70.6,20,51,49,Spring,,"New York, NY",35620,2024,4532800,823800,0.585,1.976,NY
520,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2012,815400,244900,0.463,1.0,CA
521,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2013,1082500,325100,0.527,1.166,CA
522,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2014,1242800,373300,0.553,1.276,CA
523,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2015,1371000,411800,0.5730000000000001,1.359,CA
524,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2016,1527300,458700,0.596,1.455,CA
525,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2017,1717900,516000,0.619,1.576,CA
526,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2018,1960900,588900,0.641,1.738,CA
527,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2019,2035400,611300,0.645,1.792,CA
528,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2020,2263800,679900,0.662,1.941,CA
529,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2021,2795600,839600,0.68,2.335,CA
530,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2022,3288400,987600,0.6950000000000001,2.688,CA
531,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2023,3404500,1022500,0.705,2.742,CA
532,41,2023-09-24,Pathway Place,San Diego,CA,73,33,40,45.2,25,40,60,Summer,Needs maintenance,"San Diego, CA",41740,2024,3672600,1103000,0.717,2.91,CA
533,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2012,165200,45200,0.274,1.0,TX
534,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2013,195900,53600,0.303,1.073,TX
535,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2014,228500,62500,0.33,1.149,TX
536,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2015,284700,77900,0.376,1.2550000000000001,TX
537,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2016,352800,96500,0.428,1.366,TX
538,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2017,412500,112900,0.462,1.482,TX
539,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2018,470100,128600,0.483,1.614,TX
540,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2019,509600,139400,0.502,1.684,TX
541,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2020,570300,156000,0.526,1.798,TX
542,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2021,662400,181200,0.526,2.087,TX
543,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2022,848200,232100,0.557,2.528,TX
544,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2023,875100,239400,0.5650000000000001,2.568,TX
545,42,2025-01-27,Second Chance,Dallas,TX,106,25,81,23.6,30,44,56,Spring,Staff shortage,"Dallas, TX",19100,2024,892200,244100,0.5660000000000001,2.613,TX
546,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2012,203600,53400,0.28,1.0,TX
547,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2013,245100,64300,0.313,1.078,TX
548,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2014,299700,78600,0.34900000000000003,1.18,TX
549,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2015,348100,91300,0.381,1.258,TX
550,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2016,392400,102900,0.41100000000000003,1.314,TX
551,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2017,424900,111500,0.423,1.381,TX
552,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2018,447200,117300,0.425,1.446,TX
553,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2019,484100,127000,0.44,1.514,TX
554,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2020,549900,144200,0.47100000000000003,1.606,TX
555,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2021,617100,161900,0.46900000000000003,1.809,TX
556,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2022,721500,189200,0.467,2.124,TX
557,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2023,776200,203600,0.488,2.187,TX
558,43,2024-07-26,Shelter Plus,Houston,TX,217,70,147,32.3,60,43,57,Autumn,Excellent condition,"Houston, TX",26420,2024,803900,210800,0.495,2.233,TX
559,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2012,1637500,359900,0.5670000000000001,1.0,CA
560,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2013,2105200,462700,0.621,1.175,CA
561,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2014,2391400,525600,0.642,1.29,CA
562,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2015,2630100,578100,0.659,1.3820000000000001,CA
563,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2016,2908100,639200,0.678,1.485,CA
564,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2017,3214200,706400,0.6950000000000001,1.602,CA
565,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2018,3636500,799300,0.712,1.768,CA
566,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2019,3771100,828800,0.717,1.821,CA
567,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2020,4102100,901600,0.73,1.946,CA
568,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2021,4779400,1050500,0.738,2.241,CA
569,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2022,5320100,1169300,0.736,2.503,CA
570,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2023,5421600,1191600,0.742,2.531,CA
571,44,2025-04-19,New Beginnings,Los Angeles,CA,153,100,53,65.4,60,42,58,Spring,,"Los Angeles, CA",31080,2024,5805400,1275900,0.752,2.674,CA
572,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2012,2693000,546900,0.607,1.0,CA
573,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2013,3499700,710700,0.664,1.188,CA
574,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2014,4123100,837300,0.6930000000000001,1.34,CA
575,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2015,4850500,985000,0.723,1.5130000000000001,CA
576,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2016,5297300,1075800,0.737,1.62,CA
577,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2017,6180500,1255200,0.761,1.831,CA
578,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2018,7487700,1520600,0.788,2.142,CA
579,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2019,6940100,1409400,0.772,2.0260000000000002,CA
580,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2020,7309300,1484400,0.777,2.121,CA
581,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2021,8344400,1694600,0.78,2.411,CA
582,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2022,8929800,1813500,0.773,2.602,CA
583,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2023,8687100,1764200,0.771,2.541,CA
584,45,2024-08-14,HomeSafe,San Jose,CA,155,100,55,64.5,28,68,32,Spring,Overcrowded,"San Jose, CA",41940,2024,9489900,1927200,0.782,2.734,CA
585,46,2024-10-06,Pathway Place,San Antonio,TX,199,189,10,95.0,58,60,40,Spring,Under inspection,"San Antonio, TX",41700,2012,119500,31700,0.223,1.0,TX
586,46,2024-10-06,Pathway Place,San Antonio,TX,199,189,10,95.0,58,60,40,Spring,Under inspection,"San Antonio, TX",41700,2013,133700,35500,0.23800000000000002,1.048,TX
587,46,2024-10-06,Pathway Place,San Antonio,TX,199,189,10,95.0,58,60,40,Spring,Under inspection,"San Antonio, TX",41700,2014,144900,38400,0.246,1.101,TX
588,46,2024-10-06,Pathway Place,San Antonio,TX,199,189,10,95.0,58,60,40,Spring,Under inspection,"San Antonio, TX",41700,2015,172400,45700,0.275,1.168,TX
589,46,2024-10-06,Pathway Place,San Antonio,TX,199,189,10,95.0,58,60,40,Spring,Under inspection,"San Antonio, TX",41700,2016,213000,56500,0.322,1.233,TX
590,46,2024-10-06,Pathway Place,San Antonio,TX,199,189,10,95.0,58,60,40,Spring,Under inspection,"San Antonio, TX",41700,2017,242200,64300,0.34700000000000003,1.303,TX
